Source_File,Date_Added,Supermarket,Product_Category,Product_ID,Product_Name,Brand,Product_Price,Price_Per_Unit,Weight_g,Energy_kcal_100_g,Fats_In_Product_g,Carbs_In_Product_g,Sugars_In_Product_g,Protein_In_Product_g,Salt_In_Product_g
activia-yoghurt-aardbei-4-x-125-g-228598STK.html,2026-06-23,Jumbo,Yoghurt,228598STK,Activia_Yoghurt_Aardbei_4_x_125_g,Activia,3.0,6.0,500.0,88.9,14.0,60.0,58.5,18.5,0.6
activia-yoghurt-granen-4-x-125-g-302972STK.html,2026-06-23,Jumbo,Yoghurt,302972STK,Activia_Yoghurt_Granen_4_x_125_g,Activia,3.0,6.0,500.0,90.6,14.5,56.5,52.5,19.5,0.5
activia-yoghurt-muesli-4-x-125-g-302975STK.html,2026-06-23,Jumbo,Yoghurt,302975STK,Activia_Yoghurt_Muesli_4_x_125_g,Activia,2.9,5.8,500.0,93.7,14.5,60.0,53.5,19.5,0.5
activia-yoghurt-naturel-4-x-125-g-491422TUB.html,2026-06-23,Jumbo,Yoghurt,491422TUB,Activia_Yoghurt_Naturel_4_x_125_g,Activia,2.4,4.8,500.0,66.0,17.5,23.5,23.5,19.5,0.5
activia-yoghurt-pruim-4-x-125-g-709840PAK.html,2026-06-23,Jumbo,Yoghurt,709840PAK,Activia_Yoghurt_Pruim_4_x_125_g,Activia,2.9,5.8,500.0,98.9,17.0,64.5,60.0,17.0,0.5
activia-yoghurt-vanille-4-x-125g-463023POT.html,2026-06-23,Jumbo,Yoghurt,463023POT,Activia_Yoghurt_Vanille_4_x_125g,Activia,2.4,4.8,500.0,91.8,14.5,63.5,63.5,18.5,0.6
alle-aanbiedingen.html,2026-06-23,Jumbo,Yoghurt,aanbiedingen,Yoghurt_en_skyr,Yoghurt,1.9,11.1,171.2,,,,,,
almhof-0-vet-yoghurt-aardbei-571377BKR.html,2026-06-23,Jumbo,Yoghurt,571377BKR,Almhof_0%_vet_yoghurt_aardbei,Almhof,2.2,4.4,500.0,67.9,0.0,57.0,54.0,22.0,0.6
almhof-0-vet-yoghurt-perzik-maracuja-500-g-574414BKR.html,2026-06-23,Jumbo,Yoghurt,574414BKR,Almhof_0%_Vet_Yoghurt_Perzik_Maracuja_500_g,Almhof,2.0,3.9,512.8,68.1,0.0,58.5,55.4,22.6,0.6
"almhof-halfvolle-fruit-yoghurt-kers-1,3-vet-500-g-511649CUP.html",2026-06-23,Jumbo,Yoghurt,511649CUP,"Almhof_Halfvolle_Fruit_Yoghurt_Kers_1,3%_Vet_500_g",Almhof,2.2,4.4,500.0,88.2,6.5,67.0,63.0,23.0,0.8
almhof-halfvolle-fruityoghurt-aardbei-500-g-666599BKR.html,2026-06-23,Jumbo,Yoghurt,666599BKR,Almhof_Halfvolle_Fruityoghurt_Aardbei_500_g,Almhof,2.2,4.4,500.0,88.2,6.5,67.0,64.0,23.0,0.8
almhof-halfvolle-fruityoghurt-perzik-500-g-31741BAK.html,2026-06-23,Jumbo,Yoghurt,31741BAK,Almhof_Halfvolle_Fruityoghurt_Perzik_500_g,Almhof,2.5,5.0,500.0,89.6,6.5,68.5,65.5,23.0,0.8
